match,team1,team2,season,date,series,match_number,venue,player_of_match,winner,over,team,runs,runs_total
682923 - South Africa vs Sri Lanka,South Africa,Sri Lanka,2013/14,2014-03-22,,14,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,15,Sri Lanka,29,112
682923 - South Africa vs Sri Lanka,South Africa,Sri Lanka,2013/14,2014-03-22,,14,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,20,Sri Lanka,29,141
682923 - South Africa vs Sri Lanka,South Africa,Sri Lanka,2013/14,2014-03-22,,14,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,5,South Africa,33,33
682923 - South Africa vs Sri Lanka,South Africa,Sri Lanka,2013/14,2014-03-22,,14,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,10,South Africa,46,79
682923 - South Africa vs Sri Lanka,South Africa,Sri Lanka,2013/14,2014-03-22,,14,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,15,South Africa,43,122
682923 - South Africa vs Sri Lanka,South Africa,Sri Lanka,2013/14,2014-03-22,,14,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,20,South Africa,30,152
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,5,Pakistan,75,75
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,10,Pakistan,47,122
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,15,Pakistan,45,167
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,20,Pakistan,41,208
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,5,Australia,60,60
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,10,Australia,46,106
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,15,Australia,29,135
682927 - Australia vs Pakistan,Australia,Pakistan,2013/14,2014-03-23,,16,Shere Bangla National Stadium,Umar Akmal,Pakistan,20,Australia,55,190
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,5,West Indies,60,60
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,10,West Indies,32,92
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,15,West Indies,21,113
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,20,West Indies,38,151
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,5,India,49,49
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,10,India,37,86
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,15,India,22,108
682929 - India vs West Indies,India,West Indies,2013/14,2014-03-23,,17,Shere Bangla National Stadium,A Mishra,India,20,India,43,151
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,5,South Africa,57,57
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,10,South Africa,21,78
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,15,South Africa,35,113
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,20,South Africa,25,138
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,5,New Zealand,5,5
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,10,New Zealand,43,48
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,15,New Zealand,32,80
682931 - New Zealand vs South Africa,New Zealand,South Africa,2013/14,2014-03-24,,18,Zahur Ahmed Chowdhury Stadium,JP Duminy,South Africa,20,New Zealand,31,111
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,5,West Indies,14,14
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,10,West Indies,30,44
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,15,West Indies,25,69
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,20,West Indies,30,99
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,5,Bangladesh,34,34
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,10,Bangladesh,23,57
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,15,Bangladesh,10,67
682935 - Bangladesh vs West Indies,Bangladesh,West Indies,2013/14,2014-03-25,,20,Shere Bangla National Stadium,DR Smith,West Indies,20,Bangladesh,26,93
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,5,South Africa,1,1
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,10,South Africa,21,22
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,15,South Africa,47,69
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,20,South Africa,48,117
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,5,Netherlands,37,37
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,10,Netherlands,36,73
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,15,Netherlands,49,122
682937 - Netherlands vs South Africa,Netherlands,South Africa,2013/14,2014-03-27,,21,Zahur Ahmed Chowdhury Stadium,Imran Tahir,South Africa,20,Netherlands,50,172
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,5,Sri Lanka,23,23
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,10,Sri Lanka,32,55
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,15,Sri Lanka,29,84
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,20,Sri Lanka,23,107
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,5,England,82,82
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,10,England,11,93
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,15,England,24,117
682939 - England vs Sri Lanka,England,Sri Lanka,2013/14,2014-03-27,,22,Zahur Ahmed Chowdhury Stadium,AD Hales,England,20,England,39,156
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,5,Australia,8,8
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,10,Australia,43,51
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,15,Australia,22,73
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,20,Australia,42,115
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,5,West Indies,53,53
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,10,West Indies,28,81
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,15,West Indies,25,106
682941 - Australia vs West Indies,Australia,West Indies,2013/14,2014-03-28,,23,Shere Bangla National Stadium,DJG Sammy,West Indies,20,West Indies,70,176
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,5,Bangladesh,23,23
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,10,Bangladesh,61,84
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,15,Bangladesh,45,129
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,20,Bangladesh,52,181
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,5,India,28,28
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,10,India,42,70
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,15,India,54,124
682943 - Bangladesh vs India,Bangladesh,India,2013/14,2014-03-28,,24,Shere Bangla National Stadium,R Ashwin,India,20,India,23,147
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,5,Netherlands,41,41
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,10,Netherlands,31,72
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,15,Netherlands,35,107
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,20,Netherlands,37,144
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,5,New Zealand,32,32
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,10,New Zealand,29,61
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,15,New Zealand,36,97
682945 - Netherlands vs New Zealand,Netherlands,New Zealand,2013/14,2014-03-29,,25,Zahur Ahmed Chowdhury Stadium,BB McCullum,New Zealand,20,New Zealand,53,150
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,5,South Africa,30,30
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,10,South Africa,24,54
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,15,South Africa,46,100
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,20,South Africa,30,130
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,5,England,55,55
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,10,England,37,92
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,15,England,69,161
682947 - England vs South Africa,England,South Africa,2013/14,2014-03-29,,26,Zahur Ahmed Chowdhury Stadium,AB de Villiers,South Africa,20,England,45,206
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,5,Pakistan,49,49
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,10,Pakistan,23,72
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,15,Pakistan,43,115
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,20,Pakistan,55,170
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,5,Bangladesh,56,56
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,10,Bangladesh,31,87
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,15,Bangladesh,36,123
682949 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2013/14,2014-03-30,,27,Shere Bangla National Stadium,Ahmed Shehzad,Pakistan,20,Bangladesh,45,168
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,5,India,39,39
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,10,India,38,77
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,15,India,40,117
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,20,India,49,166
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,5,Australia,39,39
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,10,Australia,20,59
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,15,Australia,25,84
682951 - Australia vs India,Australia,India,2013/14,2014-03-30,,28,Shere Bangla National Stadium,R Ashwin,India,20,Australia,36,120
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,5,Netherlands,26,26
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,10,Netherlands,20,46
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,15,Netherlands,36,82
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,20,Netherlands,41,123
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,5,England,34,34
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,10,England,24,58
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,15,England,21,79
682953 - England vs Netherlands,England,Netherlands,2013/14,2014-03-31,,29,Zahur Ahmed Chowdhury Stadium,Mudassar Bukhari,Netherlands,20,England,37,116
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,5,Sri Lanka,29,29
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,10,Sri Lanka,23,52
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,15,Sri Lanka,42,94
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,20,Sri Lanka,23,117
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,5,New Zealand,27,27
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,10,New Zealand,21,48
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,15,New Zealand,21,69
682955 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2013/14,2014-03-31,,30,Zahur Ahmed Chowdhury Stadium,HMRKB Herath,Sri Lanka,20,New Zealand,27,96
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,5,Bangladesh,15,15
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,10,Bangladesh,12,27
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,15,Bangladesh,35,62
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,20,Bangladesh,23,85
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,5,Australia,33,33
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,10,Australia,46,79
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,15,Australia,40,119
682957 - Bangladesh vs Australia,Bangladesh,Australia,2013/14,2014-04-01,,31,Shere Bangla National Stadium,AJ Finch,Australia,20,Australia,46,165
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,5,West Indies,55,55
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,10,West Indies,47,102
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,15,West Indies,45,147
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,20,West Indies,21,168
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,5,Pakistan,49,49
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,10,Pakistan,72,121
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,15,Pakistan,52,173
682959 - Pakistan vs West Indies,Pakistan,West Indies,2013/14,2014-04-01,,32,Shere Bangla National Stadium,DJ Bravo,West Indies,20,Pakistan,58,231
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,5,South Africa,28,28
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,10,South Africa,38,66
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,15,South Africa,23,89
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,20,South Africa,58,147
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,5,India,35,35
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,10,India,58,93
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,15,India,17,110
682963 - India vs South Africa,India,South Africa,2013/14,2014-04-04,,,Shere Bangla National Stadium,V Kohli,India,20,India,39,149
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,5,India,31,31
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,10,India,74,105
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,15,India,46,151
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,20,India,36,187
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,5,Sri Lanka,56,56
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,10,Sri Lanka,40,96
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,15,Sri Lanka,35,131
682965 - India vs Sri Lanka,India,Sri Lanka,2013/14,2014-04-06,,,Shere Bangla National Stadium,KC Sangakkara,Sri Lanka,20,Sri Lanka,24,155
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,5,Pakistan,24,24
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,10,Pakistan,34,58
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,15,Pakistan,20,78
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,20,Pakistan,28,106
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,5,South Africa,33,33
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,10,South Africa,49,82
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,15,South Africa,25,107
685729 - South Africa vs Pakistan,South Africa,Pakistan,2013/14,2013-11-22,Pakistan in South Africa T20I Series,2,Newlands,Mohammad Hafeez,Pakistan,20,South Africa,33,140
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,5,Sri Lanka,27,27
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,10,Sri Lanka,40,67
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,15,Sri Lanka,40,107
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,20,Sri Lanka,46,153
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,5,Bangladesh,39,39
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,10,Bangladesh,52,91
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,15,Bangladesh,54,145
690351 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-12,Sri Lanka in Bangladesh T20I Series,1,Zahur Ahmed Chowdhury Stadium,MDKJ Perera,Sri Lanka,20,Bangladesh,64,209
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,5,Bangladesh,37,37
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,10,Bangladesh,30,67
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,15,Bangladesh,4,71
