match,team1,team2,season,date,series,match_number,venue,player_of_match,winner,over,team,runs,runs_total
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,20,Bangladesh,22,93
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,5,Sri Lanka,40,40
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,10,Sri Lanka,74,114
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,15,Sri Lanka,46,160
690353 - Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,2013/14,2014-02-14,Sri Lanka in Bangladesh T20I Series,2,Zahur Ahmed Chowdhury Stadium,NLTC Perera,Sri Lanka,20,Sri Lanka,37,197
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,5,West Indies,49,49
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,10,West Indies,48,97
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,15,West Indies,43,140
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,20,West Indies,32,172
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,5,Ireland,26,26
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,10,Ireland,35,61
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,15,Ireland,51,112
702141 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-19,Ireland in West Indies T20I Series,1,"""Sabina Park",EC Joyce,Ireland,20,Ireland,24,136
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,5,West Indies,33,33
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,10,West Indies,34,67
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,15,West Indies,36,103
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,20,West Indies,39,142
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,5,Ireland,28,28
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,10,Ireland,37,65
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,15,Ireland,40,105
702143 - West Indies vs Ireland,West Indies,Ireland,2013/14,2014-02-21,Ireland in West Indies T20I Series,2,"""Sabina Park",DJG Sammy,West Indies,20,Ireland,38,143
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,5,South Africa,42,42
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,10,South Africa,49,91
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,15,South Africa,16,107
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,20,South Africa,29,136
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,5,West Indies,22,22
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,10,West Indies,20,42
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,15,West Indies,30,72
722335 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-09,West Indies in South Africa T20I Series,1,Newlands,CH Gayle,West Indies,20,West Indies,44,116
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,5,South Africa,48,48
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,10,South Africa,49,97
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,15,South Africa,45,142
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,20,South Africa,32,174
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,5,West Indies,29,29
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,10,West Indies,40,69
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,15,West Indies,36,105
722337 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-11,West Indies in South Africa T20I Series,2,New Wanderers Stadium,CH Gayle,West Indies,20,West Indies,38,143
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,5,West Indies,62,62
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,10,West Indies,53,115
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,15,West Indies,7,122
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,20,West Indies,9,131
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,5,New Zealand,41,41
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,10,New Zealand,11,52
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,15,New Zealand,13,65
730285 - West Indies vs New Zealand,West Indies,New Zealand,2014,2014-07-06,New Zealand in West Indies T20I Series,2,"""Windsor Park",ADS Fletcher,West Indies,20,New Zealand,21,86
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,5,South Africa,35,35
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,10,South Africa,35,70
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,15,South Africa,35,105
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,20,South Africa,43,148
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,5,West Indies,32,32
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,10,West Indies,25,57
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,15,West Indies,30,87
736063 - South Africa vs West Indies,South Africa,West Indies,2014/15,2015-01-14,West Indies in South Africa T20I Series,3,Kingsmead,MN van Wyk,South Africa,20,West Indies,9,96
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,5,New Zealand,41,41
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,10,New Zealand,54,95
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,15,New Zealand,31,126
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,20,New Zealand,43,169
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,5,Pakistan,41,41
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,10,Pakistan,28,69
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,15,Pakistan,34,103
742617 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-04,Pakistan v New Zealand T20I Series,1,Dubai International Cricket Stadium,Sarfraz Ahmed,Pakistan,20,Pakistan,35,138
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,5,England,45,45
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,10,England,41,86
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,15,England,38,124
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,20,England,27,151
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,5,New Zealand,35,35
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,10,New Zealand,44,79
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,15,New Zealand,43,122
743953 - England vs New Zealand,England,New Zealand,2015,2015-06-23,,,Old Trafford,JE Root,England,20,New Zealand,30,152
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,5,England,46,46
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,10,England,40,86
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,15,England,47,133
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,20,England,44,177
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,5,Australia,30,30
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,10,Australia,45,75
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,15,Australia,38,113
743975 - England vs Australia,England,Australia,2015,2015-08-31,,,Sophia Gardens,MM Ali,England,20,Australia,32,145
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,5,New Zealand,29,29
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,10,New Zealand,24,53
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,15,New Zealand,48,101
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,20,New Zealand,40,141
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,5,Pakistan,34,34
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,10,Pakistan,41,75
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,15,Pakistan,48,123
754039 - New Zealand vs Pakistan,New Zealand,Pakistan,2014/15,2014-12-05,Pakistan v New Zealand T20I Series,2,Dubai International Cricket Stadium,AP Devcich,New Zealand,20,Pakistan,20,143
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,5,Australia,35,35
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,10,Australia,36,71
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,15,Australia,45,116
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,20,Australia,59,175
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,5,South Africa,29,29
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,10,South Africa,26,55
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,15,South Africa,59,114
754717 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-05,South Africa in Australia T20I Series,1,Adelaide Oval,RR Rossouw,South Africa,20,South Africa,32,146
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,5,South Africa,61,61
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,10,South Africa,42,103
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,15,South Africa,41,144
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,20,South Africa,31,175
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,5,Australia,58,58
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,10,Australia,60,118
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,15,Australia,49,167
754721 - Australia vs South Africa,Australia,South Africa,2014/15,2014-11-09,South Africa in Australia T20I Series,3,Stadium Australia,CL White,Australia,20,Australia,35,202
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,5,England,29,29
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,10,England,39,68
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,15,England,44,112
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,20,England,42,154
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,5,South Africa,50,50
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,10,South Africa,44,94
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,15,South Africa,48,142
800479 - South Africa vs England,South Africa,England,2015/16,2016-02-19,England in South Africa T20I Series,1,Newlands,Imran Tahir,South Africa,20,South Africa,47,189
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,5,Nepal,28,28
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,10,Nepal,35,63
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,15,Nepal,68,131
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,20,Nepal,39,170
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,5,Hong Kong,32,32
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,10,Hong Kong,35,67
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,15,Hong Kong,24,91
802327 - Hong Kong vs Nepal,Hong Kong,Nepal,2014/15,2014-11-24,Hong Kong v Nepal T20I Series,4,P Sara Oval,Aizaz Khan,Hong Kong,20,Hong Kong,43,134
